error_x0_a,error_x0_b,error_x0_c,error_polytope,net_prob_x0,net_class_x0,net_approx_prob_x0,net_approx_class_x0,net_prob_x_opt,net_class_x_opt,net_logits_x_opt,net_approx_prob_x_opt,net_approx_class_x_opt,net_approx_logits_x_opt
0.00025223,0.00025223,0.00025223,2.88953777,0.99998105,1,0.99998062,1,0.99978343,1,"[2.2397854317440444e-10, 0.9997834331184685, 1.6844678172503757e-05, 6.965388717201247e-08, 3.0244399353475007e-06, 5.445365867929576e-06, 4.926455976538658e-05, 6.646851031891076e-05, 7.543007193251855e-05, 1.9377673176034793e-08]",0.99992865,1,"[2.0304719264552774e-13, 0.9999286469548344, 1.0374519914009292e-07, 2.3953824096233708e-12, 5.1277483984774963e-11, 8.099590835276854e-10, 6.517090042959595e-08, 7.118325982109767e-05, 5.4070611794080266e-12, 2.9100607905840896e-15]"
0.00006875,0.00006875,0.00006875,3.02395495,0.99999522,1,0.99999446,1,0.98550093,1,"[3.424053906294775e-14, 0.9855009333472059, 6.248830062977675e-11, 2.030719727593973e-06, 0.0006190625537286414, 3.685738356951521e-08, 8.132074138362754e-08, 2.2901808781128862e-07, 0.013825672934846102, 5.1953185756267866e-05]",0.99999792,1,"[1.619095536672046e-17, 0.9999979217706371, 8.79902604301512e-17, 5.035570922853203e-12, 2.0777353001727377e-06, 1.0067943626026256e-15, 2.0768232098144812e-13, 5.973633238650926e-12, 3.67182757061321e-12, 4.791728849916074e-10]"
0.00001002,0.00001002,0.00001002,2.96932161,0.99999948,1,0.99999989,1,0.99994108,1,"[1.0204185544098674e-10, 0.9999410801348607, 5.2350619140763725e-08, 3.444340609551513e-09, 8.971793908880361e-06, 4.2077871017264174e-11, 1.0123308631750673e-08, 3.200875768014184e-06, 4.4912177873976986e-07, 4.623201129573142e-05]",0.99999989,1,"[1.6438924538652135e-15, 0.9999998865075397, 5.1441033158607445e-12, 4.5498856621835063e-14, 1.7958588954192665e-10, 2.9674846806191095e-17, 2.2127145152533448e-13, 1.1330666222038364e-07, 2.9418167291710223e-15, 7.963887867182557e-13]"
0.00002341,0.00002341,0.00002341,3.03160768,0.99999849,1,0.99999795,1,0.96114835,1,"[1.775895306563655e-08, 0.9611483512063466, 0.0014953605987556488, 6.055177138710034e-06, 4.2239851827856014e-05, 2.2880450033507152e-05, 0.0006917042949033104, 0.00039867454323025403, 0.03619059242453329, 4.123694277829759e-06]",0.99998696,1,"[3.3045232632401223e-12, 0.9999869585628736, 4.71979918017895e-06, 2.459912394986267e-10, 2.4517990754989584e-11, 5.763274147615733e-11, 5.880132340205447e-09, 8.314158380409643e-06, 1.2673729975785213e-09, 6.140373895201016e-13]"
0.01584807,0.01584807,0.01584807,0.01584807,0.99801565,1,0.99608671,1,0.99801565,1,"[8.486718840804754e-07, 0.9980156547922725, 7.955607424713616e-10, 2.196102538462078e-07, 0.00013194950360367517, 2.302632950514359e-11, 2.456225243286212e-10, 0.001837525462054904, 4.507390729999269e-06, 9.293504991352392e-06]",0.99608671,1,"[8.01150964890552e-07, 0.9960867130268851, 5.626034511019029e-11, 2.625300865662459e-08, 1.197523000590798e-05, 1.439632868388489e-12, 1.3212002725526086e-10, 0.0039002805575240715, 1.7501240527763418e-07, 2.8579385968165178e-08]"
0.00009304,0.00009304,0.00009304,0.00009304,0.99999371,1,0.99999918,1,0.99999371,1,"[4.064209578604179e-12, 0.9999937081049338, 8.370396126840102e-08, 1.3748232736056195e-07, 1.4813395514172379e-08, 1.4870209377614971e-08, 1.7231821972179415e-09, 5.7519697403599205e-06, 1.5810002837391689e-07, 1.2922815763183886e-07]",0.99999918,1,"[9.43554541926163e-14, 0.9999991788900723, 3.7616275049514036e-10, 6.999580329766348e-10, 1.4410544261164007e-09, 3.253857803852227e-10, 9.874354453249609e-11, 8.172610908057458e-07, 2.9400780383405676e-10, 6.134300302093903e-10]"
0.00107339,0.00107339,0.00107339,3.03516547,0.99993311,1,0.99999210,1,0.99833300,1,"[5.392677498616306e-11, 0.9983330048650664, 2.2968341157810776e-07, 2.30600463821206e-05, 0.0003283209127647059, 4.638833397035861e-05, 6.457434115386989e-06, 4.501178456166283e-05, 0.0004681502916652753, 0.0007493765941359379]",0.99997544,1,"[3.125933169880447e-17, 0.9999754424620878, 4.853560132471776e-10, 5.127715041572158e-12, 2.4326469844251457e-05, 6.4919073389005045e-12, 1.9418752470517867e-11, 5.6614600692871335e-08, 4.1124952806220407e-10, 1.735258232441877e-07]"
0.00008355,0.00008355,0.00008355,3.20019346,0.99999621,1,0.99999995,1,0.98003195,1,"[1.2462935299171043e-10, 0.980031953156991, 0.00012462008030751258, 0.00043303711324489707, 2.556954353597616e-08, 1.4816001188122627e-05, 1.8998935957989104e-05, 1.1645525846900406e-05, 0.01936481302807346, 9.046421727198272e-08]",0.99999783,1,"[8.799932022118337e-13, 0.9999978333801542, 3.1704684866703774e-09, 8.366863545071671e-09, 1.116947338637181e-11, 6.62089965026887e-11, 2.371585656891224e-09, 2.148408251586493e-06, 4.2222434906965354e-09, 2.1743918639287363e-12]"
0.00009710,0.00009710,0.00009710,0.00009710,0.99999504,1,0.99999983,1,0.99999504,1,"[5.622180362462263e-15, 0.9999950429400712, 5.176446687356989e-09, 3.68977110709416e-06, 1.1012400414930322e-07, 7.176618457786709e-10, 2.2115595307331642e-08, 9.766733384070333e-09, 1.1118676306735113e-06, 7.52074414747471e-09]",0.99999983,1,"[1.5761176351504095e-17, 0.9999998318610205, 3.951565389777066e-10, 4.105550132016135e-09, 1.6223158425418693e-07, 3.621887870776978e-13, 2.3415032716682625e-10, 1.2509468318242417e-11, 1.124982588261148e-09, 3.468408195247885e-11]"
0.00008660,0.00008660,0.00008660,0.00008660,0.99999542,1,0.99999996,1,0.99999542,1,"[4.366765243587749e-11, 0.9999954220239121, 2.9365248732228982e-08, 1.844656885293082e-07, 1.4745847952021186e-06, 2.637668789066989e-10, 1.3196702974787663e-08, 1.9802162899574435e-06, 1.1532182852985098e-08, 8.843077452473689e-07]",0.99999996,1,"[1.8448245171537365e-14, 0.999999963853456, 7.28702288621189e-11, 1.0996366761783503e-10, 2.651403141530719e-08, 2.9072836091355263e-13, 3.326900715646422e-11, 8.59420643495805e-09, 1.1482585398882305e-12, 8.2074577019917e-10]"
0.00013468,0.00013468,0.00013468,0.00013468,0.99999268,1,0.99999978,1,0.99999268,1,"[1.324604024975325e-10, 0.9999926817520146, 6.294132963615014e-09, 4.280246307934724e-07, 3.085461756290703e-06, 9.911902283303664e-09, 8.06801646369138e-08, 1.1059578285024462e-06, 1.85140944949278e-07, 2.4166441647751694e-06]",0.99999978,1,"[4.020397449186483e-14, 0.9999997761879807, 1.9144656613428926e-11, 1.4045599534529524e-10, 1.986409755776653e-07, 3.2131281113276575e-13, 4.0887091609262744e-11, 2.4172836635696488e-08, 8.970884287639313e-12, 7.883869067776076e-10]"
0.00002500,0.00002500,0.00002500,2.94272489,0.99999863,1,0.99999997,1,0.31094948,1,"[0.00014149806146995488, 0.31094948410415874, 0.009226569053665607, 0.1186494367799887, 0.0001282134797057726, 0.08186816487807916, 0.0034931677439703343, 0.17179066683603614, 0.2986434161480292, 0.005109382914896388]",0.99996393,1,"[1.1746638205359855e-13, 0.999963931545555, 1.1003802469705649e-06, 4.8584359329622085e-06, 6.984343792281483e-14, 4.5410621850928184e-08, 1.3598273350581846e-10, 3.0060682749703043e-05, 3.4060247640553765e-09, 2.6989300245117814e-12]"
