error_x0_a,error_x0_b,error_x0_c,error_polytope,net_prob_x0,net_class_x0,net_approx_prob_x0,net_approx_class_x0,net_prob_x_opt,net_class_x_opt,net_logits_x_opt,net_approx_prob_x_opt,net_approx_class_x_opt,net_approx_logits_x_opt
0.00001002,0.00001002,0.00001002,12.11992560,0.99999948,1,0.99999989,1,0.99864408,1,"[8.697290236035422e-09, 0.9986440835868767, 3.615547917005899e-07, 1.515270892994898e-08, 9.329190551459256e-05, 5.726454255931088e-10, 6.657680165006433e-07, 7.043559252225716e-06, 1.829915279280514e-05, 0.0012362300501111204]",0.99999971,1,"[3.7844860571329874e-14, 0.9999997091200874, 3.6772861608825445e-11, 8.648282217596831e-14, 3.662919530110003e-10, 1.1716070342955882e-16, 3.133316169767822e-12, 2.9047178147737896e-07, 3.787895733215089e-14, 1.770533683308208e-12]"
0.00013468,0.00013468,0.00013468,12.71853356,0.99999268,1,0.99999978,1,0.99519144,1,"[1.0979343541125578e-07, 0.9951914372236021, 3.155796589273866e-08, 0.002331704746118956, 1.3205248880379223e-05, 0.0017292502748846405, 1.1908538385912571e-05, 2.6979470045675634e-05, 0.0002764196820411349, 0.00041895346463971295]",0.99999998,1,"[1.0627454187069792e-13, 0.9999999788627503, 4.082966730117583e-13, 7.1414776216961725e-09, 5.52649221851472e-09, 1.5166690197892467e-12, 1.1203187679583502e-13, 6.643842240687333e-09, 9.598807303773016e-13, 1.8223347379044941e-09]"
0.00033764,0.00033764,0.00033764,11.64247057,0.99997636,1,0.99998692,1,0.99898227,1,"[7.488086742168411e-10, 0.9989822705675575, 6.579393941398034e-06, 1.1975174983811098e-07, 4.275312195947452e-06, 6.726368471764396e-06, 2.1314931036676912e-05, 1.6748195960830194e-05, 0.0009616283097698045, 3.364205077106475e-07]",0.99999798,1,"[5.772464590278348e-13, 0.9999979798048897, 2.1736602771567918e-09, 4.8724120312403815e-14, 1.1588803831160388e-10, 4.417455044356958e-12, 2.5410188231055728e-09, 2.015358000111421e-06, 1.441814967097597e-12, 5.806126574789234e-14]"
0.00002341,0.00002341,0.00002341,11.78951728,0.99999849,1,0.99999795,1,0.87695493,1,"[3.265922799486541e-08, 0.876954927389366, 0.0021623744974092135, 1.4327915940102127e-05, 4.726685139371413e-05, 6.753917533333015e-05, 0.0015999824802847534, 0.0004024756878833369, 0.1187446828116816, 6.390531479738281e-06]",0.99999202,1,"[2.9048020752783817e-12, 0.9999920190206258, 3.707314760707544e-06, 7.700039327191787e-10, 1.8071738832796497e-11, 9.619875249216898e-11, 4.439633208986503e-09, 4.265978734060722e-06, 2.3579736287858644e-09, 1.0932300776076976e-12]"
0.00009710,0.00009710,0.00009710,0.00009710,0.99999504,1,0.99999983,1,0.99999504,1,"[5.622180362462263e-15, 0.9999950429400712, 5.176446687356989e-09, 3.68977110709416e-06, 1.1012400414930322e-07, 7.176618457786709e-10, 2.2115595307331642e-08, 9.766733384070333e-09, 1.1118676306735113e-06, 7.52074414747471e-09]",0.99999983,1,"[1.5761176351504095e-17, 0.9999998318610205, 3.951565389777066e-10, 4.105550132016135e-09, 1.6223158425418693e-07, 3.621887870776978e-13, 2.3415032716682625e-10, 1.2509468318242417e-11, 1.124982588261148e-09, 3.468408195247885e-11]"
0.00051588,0.00051588,0.00051588,11.74602434,0.99997417,1,0.99999270,1,0.98587215,1,"[1.905377373248755e-11, 0.9858721467305098, 2.4463467579213235e-07, 0.01269253053080035, 3.7218937158251363e-10, 6.206041802714895e-08, 9.338339145517992e-09, 2.6504724161462913e-07, 0.0014347370755184842, 4.191253787118005e-09]",0.99999909,1,"[4.216034783315067e-12, 0.9999990909287164, 2.4911132894502447e-11, 7.883074839347731e-07, 2.3188107081858733e-11, 4.089931455526988e-13, 1.9586016449036335e-12, 1.1676626753160699e-07, 3.937568138317388e-09, 5.280997720334627e-12]"
0.00025223,0.00025223,0.00025223,0.00025223,0.99998105,1,0.99998062,1,0.99998105,1,"[4.3014558277130246e-11, 0.9999810461136902, 5.94560591301203e-07, 3.86289415412908e-08, 5.001293625180082e-08, 3.5050328429121625e-07, 1.2816227036806696e-06, 1.5197824349560636e-05, 1.4360046235279127e-06, 4.685865217696638e-09]",0.99998062,1,"[1.3015092498938753e-12, 0.9999806219451257, 2.5445427146253613e-08, 1.332112531472026e-10, 9.383983145089408e-11, 2.4763949628977523e-08, 1.287943080270096e-07, 1.9196813063223428e-05, 2.009178663967144e-09, 5.948159976231925e-13]"
0.00009304,0.00009304,0.00009304,0.00009304,0.99999371,1,0.99999918,1,0.99999371,1,"[4.064209578604179e-12, 0.9999937081049338, 8.370396126840102e-08, 1.3748232736056195e-07, 1.4813395514172379e-08, 1.4870209377614971e-08, 1.7231821972179415e-09, 5.7519697403599205e-06, 1.5810002837391689e-07, 1.2922815763183886e-07]",0.99999918,1,"[9.43554541926163e-14, 0.9999991788900723, 3.7616275049514036e-10, 6.999580329766348e-10, 1.4410544261164007e-09, 3.253857803852227e-10, 9.874354453249609e-11, 8.172610908057458e-07, 2.9400780383405676e-10, 6.134300302093903e-10]"
0.00006875,0.00006875,0.00006875,0.00006875,0.99999522,1,0.99999446,1,0.99999522,1,"[2.3588857149273786e-16, 0.9999952236452337, 9.322259039483126e-11, 1.1466526014245046e-10, 4.399271269897458e-06, 1.8218191656807853e-14, 9.05823467764431e-11, 6.444448894929219e-09, 3.669909548806531e-07, 3.349604024527713e-09]",0.99999446,1,"[3.806337601599065e-18, 0.9999944572070749, 5.2208096227635604e-14, 2.683522605039634e-13, 5.542588126918599e-06, 9.245218588799315e-17, 3.0219338462095677e-12, 1.8430900539439359e-10, 3.0671618437509472e-12, 1.4079510677650792e-11]"
0.01584807,0.01584807,0.01584807,0.01584807,0.99801565,1,0.99608671,1,0.99801565,1,"[8.486718840804754e-07, 0.9980156547922725, 7.955607424713616e-10, 2.196102538462078e-07, 0.00013194950360367517, 2.302632950514359e-11, 2.456225243286212e-10, 0.001837525462054904, 4.507390729999269e-06, 9.293504991352392e-06]",0.99608671,1,"[8.01150964890552e-07, 0.9960867130268851, 5.626034511019029e-11, 2.625300865662459e-08, 1.197523000590798e-05, 1.439632868388489e-12, 1.3212002725526086e-10, 0.0039002805575240715, 1.7501240527763418e-07, 2.8579385968165178e-08]"
