error_x0_a,error_x0_b,error_x0_c,error_polytope,net_prob_x0,net_class_x0,net_approx_prob_x0,net_approx_class_x0,net_prob_x_opt,net_class_x_opt,net_logits_x_opt,net_approx_prob_x_opt,net_approx_class_x_opt,net_approx_logits_x_opt
0.00025223,0.00025223,0.00025223,17.53189279,0.99998105,1,0.99998062,1,0.99929421,1,"[1.0050348586584718e-09, 0.9992942120111206, 6.32608168504711e-05, 3.0921749131318134e-07, 6.3315509599407565e-06, 3.173159747313223e-05, 0.00012071109419830274, 0.00028442644848527887, 0.00019894885235039914, 6.740603588385123e-08]",0.99962513,1,"[8.821378691011942e-13, 0.999625132607471, 3.6407919468508655e-07, 1.3743310427224574e-11, 9.05165104581167e-11, 4.093774740531994e-09, 1.2551393159466137e-07, 0.0003743735870333116, 1.344104750719243e-11, 1.1677758895134102e-14]"
0.00009710,0.00009710,0.00009710,17.85781413,0.99999504,1,0.99999983,1,0.70838353,3,"[2.3788809797058663e-11, 0.2790171324184819, 0.012595657954155869, 0.7083835297523038, 4.580441283809143e-08, 1.653828592480481e-07, 1.2603906564440469e-06, 5.528189731110213e-07, 1.6549342243681051e-06, 5.201434575585423e-10]",0.99988367,1,"[5.215231916894626e-15, 0.9998836704367947, 2.9677406870188922e-05, 8.664802572736501e-05, 6.62989352652644e-10, 3.6622060407058363e-11, 3.1492994806336808e-09, 1.1035178699247813e-10, 1.7113923388094726e-10, 2.0075963544272999e-13]"
0.00013468,0.00013468,0.00013468,18.48749721,0.99999268,1,0.99999978,1,0.99521797,1,"[3.468736351641962e-08, 0.995217968129622, 6.954047486876858e-08, 0.0018284713325620375, 1.1974583995290795e-05, 0.0014766589034268087, 1.5633140946917163e-05, 4.591426736793919e-05, 0.001054287242008609, 0.0003489881722320141]",0.99999996,1,"[5.871064531893759e-14, 0.9999999638685719, 1.3995084450400696e-12, 1.4478630305509127e-08, 4.084527364380277e-09, 2.8021464731150304e-12, 1.99988948647768e-13, 1.588572809387501e-08, 6.163853480172421e-12, 1.6719180229701184e-09]"
0.00033764,0.00033764,0.00033764,17.32967263,0.99997636,1,0.99998692,1,0.99851330,1,"[7.628419201711138e-10, 0.9985133039707992, 6.743510294522036e-06, 1.6231577883250217e-07, 5.504195220434532e-06, 1.4194448082600636e-05, 2.8607706827751022e-05, 1.5641591372782688e-05, 0.0014154128570045604, 4.2864177730685176e-07]",0.99999807,1,"[4.136723815472617e-13, 0.9999980686400427, 2.355343365997657e-09, 7.794801156284277e-14, 9.087557056278363e-11, 1.2954048490693345e-11, 3.4124531622644356e-09, 1.9254855106217965e-06, 2.25874341031935e-12, 7.043157746669271e-14]"
0.01584807,0.01584807,0.01584807,17.58248454,0.99801565,1,0.99608671,1,0.49803103,8,"[0.00013415782131109678, 0.027061921362733037, 0.47311880214846297, 0.0011457837288996406, 0.00016230680297737003, 1.904689459955645e-09, 1.1820683778104431e-07, 0.00034494227725140477, 0.4980310310702131, 9.346766242049472e-07]",0.99993873,1,"[9.796509070196922e-06, 0.9999387309165038, 3.528329629115496e-06, 3.0982394081220497e-10, 5.93938607630859e-07, 4.483685855005347e-16, 3.2554564124543637e-10, 4.734734674929214e-05, 2.320662294224299e-09, 3.4075437172575216e-12]"
0.00107339,0.00107339,0.00107339,17.85093611,0.99993311,1,0.99999210,1,0.98271918,1,"[2.05422524201903e-10, 0.9827191822418291, 3.8106397816371477e-07, 0.0003080756634064377, 0.00190684361808377, 0.0011550118805591177, 7.750037779540276e-06, 0.00013083592968033347, 0.003119145155297544, 0.010652774203963562]",0.99984935,1,"[4.558673007657884e-17, 0.9998493477584265, 3.0900008598920615e-10, 2.739144473266167e-11, 0.0001484938774463238, 4.4361696594998097e-11, 7.91349793283216e-12, 1.0056759238256182e-07, 1.4272302109755935e-09, 2.055980638047947e-06]"
0.00220452,0.00220452,0.00220452,28.48442898,0.99992419,1,0.99829480,1,0.88037478,7,"[6.231472130056932e-08, 0.0017273049958125843, 3.825478714129519e-06, 0.10205186124721269, 7.708173330298891e-14, 0.0010795728917113035, 3.2178799807603928e-09, 0.8803747774435, 0.014762204992896082, 3.8741747476442363e-07]",0.99998743,7,"[1.5100255850183457e-10, 2.74399268411022e-06, 5.524454322212454e-10, 9.806966941233002e-06, 6.940319644454073e-21, 1.0462561530675288e-08, 2.608838093918331e-15, 0.9999874254860046, 1.238811620089703e-08, 2.418297239447062e-13]"
0.00001002,0.00001002,0.00001002,0.00001002,0.99999948,1,0.99999989,1,0.99999948,1,"[6.610927027037872e-13, 0.9999994804843316, 9.920518413251105e-10, 1.1413257823828647e-08, 1.0370414708627211e-07, 2.1515873000339437e-12, 8.462056723757975e-11, 2.670090014116045e-07, 3.8530884830780084e-08, 9.777889208431133e-08]",0.99999989,1,"[1.0215248949736675e-14, 0.9999998906647973, 1.392901768053156e-12, 5.2952627870671623e-11, 1.6670234202142572e-09, 6.833726487959677e-16, 7.864329225173599e-14, 1.0744474690785346e-07, 2.899503325775381e-12, 1.6609787744271625e-10]"
0.00006875,0.00006875,0.00006875,0.00006875,0.99999522,1,0.99999446,1,0.99999522,1,"[2.3588857149273786e-16, 0.9999952236452337, 9.322259039483126e-11, 1.1466526014245046e-10, 4.399271269897458e-06, 1.8218191656807853e-14, 9.05823467764431e-11, 6.444448894929219e-09, 3.669909548806531e-07, 3.349604024527713e-09]",0.99999446,1,"[3.806337601599065e-18, 0.9999944572070749, 5.2208096227635604e-14, 2.683522605039634e-13, 5.542588126918599e-06, 9.245218588799315e-17, 3.0219338462095677e-12, 1.8430900539439359e-10, 3.0671618437509472e-12, 1.4079510677650792e-11]"
0.00008660,0.00008660,0.00008660,0.00008660,0.99999542,1,0.99999996,1,0.99999542,1,"[4.366765243587749e-11, 0.9999954220239121, 2.9365248732228982e-08, 1.844656885293082e-07, 1.4745847952021186e-06, 2.637668789066989e-10, 1.3196702974787663e-08, 1.9802162899574435e-06, 1.1532182852985098e-08, 8.843077452473689e-07]",0.99999996,1,"[1.8448245171537365e-14, 0.999999963853456, 7.28702288621189e-11, 1.0996366761783503e-10, 2.651403141530719e-08, 2.9072836091355263e-13, 3.326900715646422e-11, 8.59420643495805e-09, 1.1482585398882305e-12, 8.2074577019917e-10]"
