error_x0_a,error_x0_b,error_x0_c,error_polytope,net_prob_x0,net_class_x0,net_approx_prob_x0,net_approx_class_x0,net_prob_x_opt,net_class_x_opt,net_logits_x_opt,net_approx_prob_x_opt,net_approx_class_x_opt,net_approx_logits_x_opt
0.00025223,0.00025223,0.00025223,28.52284479,0.99998105,1,0.99998062,1,0.99701356,1,"[1.126958440677609e-08, 0.9970135570879239, 0.00012610980040621714, 1.8849479249478692e-06, 4.982838947512609e-05, 0.00012375519874831888, 0.0005397960670237745, 0.0003128666347819038, 0.0018313991464812547, 7.914576503740178e-07]",0.99953418,1,"[1.3898222638805396e-11, 0.9995341835408108, 1.697709114571081e-06, 7.756798570925297e-11, 3.5833438642635363e-10, 1.9363395237088532e-08, 1.2615620670504523e-06, 0.0004628372612549979, 1.1349459464378059e-10, 6.221813559099918e-14]"
0.00006875,0.00006875,0.00006875,27.61745894,0.99999522,1,0.99999446,1,0.77905185,1,"[8.959143731435322e-13, 0.7790518523184266, 3.1065055071938407e-10, 8.055788355236705e-05, 0.01575271037685426, 1.1557837662391189e-06, 1.120718320188568e-06, 4.517877675266805e-06, 0.20445589030968686, 0.0006521944201716548]",0.99996473,1,"[1.032733750900111e-15, 0.9999647261251327, 4.562744524246316e-16, 3.8717077753728063e-10, 3.525709685546546e-05, 8.524621816188652e-14, 3.4703358147790162e-12, 4.015725329621607e-11, 1.1382080040324218e-10, 1.6233305882037952e-08]"
0.00009710,0.00009710,0.00009710,27.52912163,0.99999504,1,0.99999983,1,0.93621751,3,"[1.6380676730426675e-12, 0.06260014594379607, 0.0011802426014222106, 0.9362175064915947, 5.584891356808451e-09, 6.39329131224187e-08, 3.2369920935322175e-07, 2.920047848055347e-07, 1.4196963740282707e-06, 4.3376326993880404e-11]",0.99977134,1,"[9.47711205162618e-16, 0.999771339248557, 1.4687504118660741e-05, 0.00021397039382201345, 4.71264927623246e-10, 2.8870731117080548e-11, 1.8584787601508443e-09, 1.6791805181871563e-10, 3.269229301120811e-10, 4.5970881678301675e-14]"
0.00193844,0.00193844,0.00193844,28.28001947,0.99980516,1,0.99958617,1,0.54086224,3,"[6.431513221417159e-06, 4.014961925050223e-05, 0.1798007185999699, 0.5408622393347085, 7.173434718929116e-17, 0.00014058856767954362, 1.3452161744113303e-12, 0.27886791211089135, 0.00028192926654708116, 3.098638649427894e-08]",0.98452833,7,"[7.198774654973387e-07, 3.589712759311287e-05, 0.00014013504664429837, 0.015294684020304814, 1.5206549694519243e-22, 2.1106389358747267e-07, 2.1216988753545405e-16, 0.9845283292568352, 2.357544618757086e-08, 3.181708611771758e-11]"
0.00008660,0.00008660,0.00008660,27.79822801,0.99999542,1,0.99999996,1,0.90275338,9,"[1.5593376061630843e-07, 0.02972681723899413, 6.709970858654116e-07, 0.05824607601813166, 5.053261355451777e-05, 7.376070431457685e-06, 3.9279911178961247e-08, 0.002556356151766622, 0.00665860033750724, 0.9027533753588566]",0.99998187,1,"[1.924111566282793e-13, 0.9999818716286004, 3.727392151966011e-09, 1.036228090370013e-06, 1.6646955467681781e-09, 1.3065817270659787e-09, 2.7021297566670003e-10, 1.708048136631276e-05, 3.5631484140438285e-09, 1.1297197436070476e-09]"
0.00001002,0.00001002,0.00001002,27.52926102,0.99999948,1,0.99999989,1,0.99798281,1,"[9.08752424145901e-09, 0.9979828111928077, 7.261787525494692e-07, 8.823155936525707e-08, 1.8526297957923734e-05, 2.230436242063563e-09, 7.383034297654674e-08, 0.00010100031808565097, 2.4433957766041116e-05, 0.0018723286747672095]",0.99999981,1,"[1.5590865714248903e-14, 0.9999998066179078, 7.587160080133552e-11, 3.7981701616824595e-13, 4.367571713291526e-11, 1.9730241469858126e-16, 6.853427608173432e-13, 1.9325941377615936e-07, 2.4448642624099992e-14, 2.0257170081630426e-12]"
0.00002341,0.00002341,0.00002341,27.70972256,0.99999849,1,0.99999795,1,0.68646462,1,"[4.2165279973049454e-08, 0.686464624311109, 0.008942450003121187, 7.716123277157208e-05, 1.0153073205100008e-05, 0.0002907957605626337, 0.00217889111345441, 0.0007749069461917069, 0.3012579867257016, 2.9886686027674352e-06]",0.99994926,1,"[9.4162106818422e-12, 0.9999492648741849, 4.191769553373698e-05, 1.6740501903591866e-08, 1.2147208832861636e-11, 1.2879438309348379e-09, 1.3410767284668238e-08, 8.744479416544698e-06, 4.1485636049917215e-08, 4.452137729981272e-12]"
0.00002500,0.00002500,0.00002500,0.00002653,0.99999863,1,0.99999997,1,0.99999855,1,"[4.630068261170433e-14, 0.9999985470666191, 9.254186225826782e-10, 1.3154735712741692e-09, 5.815243922853345e-07, 5.963647096319952e-13, 8.658466591666368e-11, 8.529266102358222e-07, 8.124654459234267e-09, 8.02960446150449e-09]",0.99999997,1,"[4.1087121283318126e-17, 0.9999999666526407, 7.561385147508261e-13, 2.809101644022599e-12, 4.266942409729651e-09, 1.3798862593327748e-15, 2.4157160054230606e-12, 2.9068238197684214e-08, 3.3552050648771836e-12, 2.8410544660813896e-12]"
0.00220452,0.00220452,0.00220452,29.25606717,0.99992419,1,0.99829480,1,0.98744863,7,"[6.350772907665544e-09, 0.00023163499599698355, 6.463473915347766e-07, 0.011969448236621539, 4.1492563948717024e-17, 0.00020513191955994948, 3.266003179286126e-11, 0.9874486277967286, 0.00014448054325179305, 2.3777016514913982e-08]",0.99999862,7,"[1.039170117029252e-11, 2.7902754594271296e-07, 3.3760478562505596e-11, 1.0920304436736852e-06, 9.993026261953204e-25, 4.846399276511303e-09, 1.0371867332962411e-17, 0.9999986239714617, 7.997844494425487e-11, 1.8765395493933834e-14]"
0.00009304,0.00009304,0.00009304,28.08375521,0.99999371,1,0.99999918,1,0.59211272,1,"[4.27103288262605e-07, 0.5921127181624151, 1.785582501433177e-05, 0.014596585850738116, 4.8976853098905456e-05, 0.0024593873218448532, 3.5229381623176644e-06, 0.0056883661705688544, 0.353652234681524, 0.031419925093345305]",0.99998819,1,"[3.180455681393908e-13, 0.9999881855911916, 1.3995159846529503e-09, 1.6878598885377485e-07, 4.23455124610035e-11, 1.2458927457314073e-07, 1.4267005584066197e-10, 1.1362593377309286e-05, 1.55938837444654e-07, 9.164805945229777e-10]"
0.00000913,0.00000913,0.00000913,1.47112140,0.99999955,1,0.99999998,1,0.99724205,1,"[3.1625663419249673e-10, 0.9972420470559529, 6.218353881649203e-05, 0.0007301674733464052, 7.34892922710551e-09, 1.5471661586523397e-05, 5.619710491492747e-08, 0.0018880987194302167, 5.954456925384875e-05, 2.4231193230917964e-06]",0.99999987,1,"[5.335489224065819e-17, 0.9999998685989795, 1.1031177082990495e-08, 5.649286957435004e-08, 9.916438743341032e-16, 3.088553321923554e-12, 1.4857267834909196e-14, 6.386955100230752e-08, 3.992205418287386e-12, 3.2610546062298246e-13]"
