error_x0_a,error_x0_b,error_x0_c,error_polytope,net_prob_x0,net_class_x0,net_approx_prob_x0,net_approx_class_x0,net_prob_x_opt,net_class_x_opt,net_logits_x_opt,net_approx_prob_x_opt,net_approx_class_x_opt,net_approx_logits_x_opt
0.00009710,0.00009710,0.00009710,20.74710495,0.99999504,1,0.99999983,1,0.54884055,3,"[5.5633926459011463e-11, 0.42690409158284465, 0.024248856573611755, 0.5488405528291207, 7.838204921911822e-08, 1.8388446653090215e-07, 2.856089387084413e-06, 1.1283613573381489e-06, 2.251535148328678e-06, 7.063805034441756e-10]",0.99986519,1,"[1.5130128812685767e-14, 0.9998651941970067, 4.969833108730717e-05, 8.510105408910243e-05, 1.1438631523327478e-09, 2.3320575630809915e-11, 4.931689827012005e-09, 2.1112053219813513e-10, 1.0768174612305791e-10, 1.2594235552931994e-13]"
0.00000913,0.00000913,0.00000913,20.53317960,0.99999955,1,0.99999998,1,0.95558300,1,"[1.1367382244699535e-08, 0.955582995947563, 0.00037668003353034143, 0.022601518234303633, 9.799927461188942e-08, 0.0004221449792207631, 5.446069131223943e-07, 0.018574030527114607, 0.002301903010176682, 0.00014007329452123807]",0.99999960,1,"[1.9651895846575106e-16, 0.9999996025664449, 3.155309126458682e-08, 8.674248041151609e-08, 1.0223959531445455e-15, 1.3689121827590484e-11, 2.973923497446421e-14, 2.7911226844180967e-07, 1.0151425375443832e-11, 1.8437587192067177e-12]"
0.00006875,0.00006875,0.00006875,19.58120246,0.99999522,1,0.99999446,1,0.93167911,1,"[9.536576195308481e-14, 0.9316791094826937, 3.153630797206074e-10, 1.4211734631209651e-05, 0.0004179310757412974, 1.7738901150658977e-07, 1.805690388525286e-07, 6.266427380210306e-07, 0.06785733516729657, 3.0427623390372447e-05]",0.99999786,1,"[1.430513008846607e-16, 0.9999978607824799, 6.583111323178578e-16, 1.4017750733498663e-10, 2.13730869436817e-06, 1.6586681442305802e-14, 4.675832658100156e-13, 3.403837112748446e-11, 6.431943697306635e-11, 1.6698054405445022e-09]"
0.00025223,0.00025223,0.00025223,19.98905249,0.99998105,1,0.99998062,1,0.99879076,1,"[1.274027552717448e-09, 0.9987907641017851, 0.00013479683737076473, 6.150224308086618e-07, 7.72040792133277e-06, 4.932885223467081e-05, 0.00015538277756644927, 0.0005142548306432302, 0.00034705126171093056, 8.463430907395577e-08]",0.99940887,1,"[1.0149300628218823e-12, 0.9994088728563632, 7.904108143440597e-07, 3.2043650093340424e-11, 8.731128913117618e-11, 6.785924866198854e-09, 1.963089395101218e-07, 0.0005901334827314138, 3.484463586130747e-11, 1.2126529725595817e-14]"
0.00008660,0.00008660,0.00008660,20.23910043,0.99999542,1,0.99999996,1,0.67522081,1,"[1.7052197826288967e-07, 0.6752208050607016, 1.8546511418239515e-05, 0.15790961855966054, 4.8951124404527715e-05, 4.2138092505669705e-05, 1.8324882846746227e-06, 0.003571968376728386, 0.09070996928479703, 0.07247599997952105]",0.99994396,1,"[6.558684629663728e-13, 0.9999439550492145, 1.4534989452159712e-08, 1.0090850330965177e-06, 1.4183646495214641e-09, 7.099184931783117e-09, 7.694858552083191e-10, 5.500975566083391e-05, 1.6348113868390547e-09, 6.525992935428348e-10]"
0.00220452,0.00220452,0.00220452,28.38547781,0.99992419,1,0.99829480,1,0.88588685,7,"[6.450025460401014e-08, 0.0018319634855912998, 6.075745167476596e-06, 0.09726285968773919, 6.064123594774829e-14, 0.0008499093878170225, 3.288048461578067e-09, 0.8858868470832701, 0.014162025965932782, 2.508561182482071e-07]",0.99998717,7,"[1.980452331264445e-10, 2.8314740647069683e-06, 7.582038411536341e-10, 9.972418222082715e-06, 7.023492822490976e-21, 9.100683082595031e-09, 3.1199556171322547e-15, 0.9999871718461699, 1.4204370767719404e-08, 2.3720169593173446e-13]"
0.00009304,0.00009304,0.00009304,0.00009304,0.99999371,1,0.99999918,1,0.99999371,1,"[4.064209578604179e-12, 0.9999937081049338, 8.370396126840102e-08, 1.3748232736056195e-07, 1.4813395514172379e-08, 1.4870209377614971e-08, 1.7231821972179415e-09, 5.7519697403599205e-06, 1.5810002837391689e-07, 1.2922815763183886e-07]",0.99999918,1,"[9.43554541926163e-14, 0.9999991788900723, 3.7616275049514036e-10, 6.999580329766348e-10, 1.4410544261164007e-09, 3.253857803852227e-10, 9.874354453249609e-11, 8.172610908057458e-07, 2.9400780383405676e-10, 6.134300302093903e-10]"
0.00013468,0.00013468,0.00013468,0.00013468,0.99999268,1,0.99999978,1,0.99999268,1,"[1.324604024975325e-10, 0.9999926817520146, 6.294132963615014e-09, 4.280246307934724e-07, 3.085461756290703e-06, 9.911902283303664e-09, 8.06801646369138e-08, 1.1059578285024462e-06, 1.85140944949278e-07, 2.4166441647751694e-06]",0.99999978,1,"[4.020397449186483e-14, 0.9999997761879807, 1.9144656613428926e-11, 1.4045599534529524e-10, 1.986409755776653e-07, 3.2131281113276575e-13, 4.0887091609262744e-11, 2.4172836635696488e-08, 8.970884287639313e-12, 7.883869067776076e-10]"
0.00049489,0.00049489,0.00049489,22.04098627,0.99996810,1,0.99999853,1,0.99992639,1,"[1.9520782894534586e-13, 0.9999263867183562, 2.057752656093177e-08, 5.6954797016896263e-08, 2.3289969839278427e-06, 2.438759144142373e-09, 1.3394669316819706e-08, 1.3935648468481684e-06, 6.938802432395743e-05, 4.093295421787274e-07]",1.00000000,1,"[1.9652512420356724e-18, 0.9999999987285639, 1.3875327927457957e-13, 1.5328106905719337e-12, 9.723479949691655e-10, 4.749543305865541e-14, 1.5370530567013605e-12, 2.8487530505414437e-10, 2.9441724096778324e-12, 8.012712406470066e-12]"
0.00008355,0.00008355,0.00008355,21.35187383,0.99999621,1,0.99999995,1,0.81376036,1,"[7.449100658214216e-11, 0.8137603602947816, 0.0010079748365407703, 0.00338690153560454, 4.567674088934251e-09, 0.0005501775930369781, 0.00015850231880238142, 1.7793891288436563e-05, 0.18111826365452785, 2.1233252510199473e-08]",0.99999784,1,"[2.0593237504824052e-13, 0.9999978395516576, 3.050815940740207e-08, 3.719185071776231e-08, 7.680581153155892e-13, 3.2110360133216835e-09, 2.120594810222077e-08, 2.0318352382859557e-06, 3.6494574233153e-08, 5.619507776647641e-13]"
